Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Masonry contractor,,Celtic masonry & tile contractors.,(781) 913-0279,,celtichomeimprovementma.com,,11,5.0,,,,,,,,,,https://www.facebook.com/Davidsheehan87/,,"30 Forty Steps Ln, Nahant, MA 01908",Nahant,ESSEX,MA,,"C3CQ+H5 Nahant, Massachusetts",Google Maps,
Home improvement store,,ProSource of Boston South Shore,(781) 205-9497,,prosourcewholesale.com,,15,4.4,,,,,,,,,,,,"956 Turnpike St, Canton, MA 02021",Canton,NORFOLK,MA,,"5V3V+MR Canton, Massachusetts",Google Maps,
Flooring store,,DM Cape Tile,(774) 413-5489,,dmcapetile.com,,26,5.0,,,,,,,,,https://www.instagram.com/dm_capetile,https://www.facebook.com/112663767867546,,"357 Cotuit Rd, Sandwich, MA 02563",Sandwich,BARNSTABLE,MA,,"PG76+79 Sandwich, Massachusetts",Google Maps,
Construction company,,RJ Allain Construction Services,,,,,,5.0,,,,,,,,,,,,"869 Clark St, Gardner, MA 01440",Gardner,WORCESTER,MA,,"JX3C+X6 Gardner, Massachusetts",Google Maps,
General contractor,,Harding Builders,(774) 263-2786,,hardingbuilders.net,,4,5.0,,,,,,,,,,https://www.facebook.com/hardingbuilders.net/,,"52 Ichabod Ln, Marion, MA 02738",Marion,PLYMOUTH,MA,,"P6M9+C4 Marion, Massachusetts",Google Maps,
Carpet store,,National Carpet & Flooring,(978) 649-7600,,nationalcarpetandflooring.com,,50,4.6,,,,,,,,,,https://www.facebook.com/nationalcarpetandflooring/,,"1 Pawtucket Blvd, Tyngsborough, MA 01879",Tyngsboro,MIDDLESEX,MA,,"MHGJ+32 Tyngsborough, Massachusetts",Google Maps,
Tile contractor,,Tile Professional Design,(203) 414-9255,,,,4,4.0,,,,,,,,,https://www.instagram.com/tileprofessionaldesign/,,,"1530 Green District Blvd, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8C9C+98 Marlborough, Massachusetts",Google Maps,
Flooring contractor,,Tiles Services,(508) 663-7477,,,,,5.0,,,,,,,,,,,,"87 Church St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FX5+6R Marlborough, Massachusetts",Google Maps,
Flooring contractor,,Dawley Flooring & Tile,(508) 274-5709,,flooringmvy.com,,2,5.0,,,,,,,,,,,,"101 Tradewinds Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"CCVG+8P Vineyard Haven, Tisbury, MA",Google Maps,
Carpet store,,Harry King Rug & Home,(413) 529-1818,,harryking.com,,7,4.4,,,,,,,,,,https://www.facebook.com/Harry-King-Rug-Home-358943534067/,,"36 Cottage St, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"787M+W4 Easthampton, Massachusetts",Google Maps,
Home improvement store,,Belletetes of Winchendon,(978) 297-1162,,belletetes.com,,65,4.1,,,,,,,,,,,,"245 Central St, Winchendon, MA 01475",Winchendon,WORCESTER,MA,,"MXP4+57 Winchendon, Massachusetts",Google Maps,
Tile contractor,,Grout Master,(508) 754-3302,,,,3,5.0,,,,,,,,,,https://www.facebook.com/yourgroutmaster/,,"381 Chandler St, Worcester, MA 01602",Worcester,WORCESTER,MA,,"7579+CM Worcester, Massachusetts",Google Maps,
Bathroom supply store,,Foley & Sons Floor & Tile - The Faucetorium,(978) 897-6787,,foleyandsonsfaucetorium.com,,22,4.9,,,,,,,,,,https://www.facebook.com/FoleyAndSonsFloorAndTileTheFaucetorium/,,"161 Main St, Maynard, MA 01754",Maynard,MIDDLESEX,MA,,"CGJR+C9 Maynard, Massachusetts",Google Maps,
General contractor,,Cantarella & Son,(413) 443-5158,,cantarellamasonry.com,,3,3.7,,,,,,,,,https://www.instagram.com/cantarella_and_son/,,https://www.linkedin.com/company/cantarella-&-son,"Downing III, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FR64+H2 Pittsfield, Massachusetts",Google Maps,
Hardware store,,Grafton Square True Value Hardware,(508) 754-0044,,stores.truevalue.com,,77,4.6,,,,,,,,,,,,"113 Hamilton St, Worcester, MA 01604",Worcester,WORCESTER,MA,,"764C+HP Worcester, Massachusetts",Google Maps,
Furniture store,,Armoush Flooring,(508) 399-6838,,,,,5.0,,,,,,,,,,https://www.facebook.com/ericarmoush/,,"147 Bloomfield St, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"VMRG+XR Seekonk, Massachusetts",Google Maps,
Carpet store,,Artistic Floors,(413) 739-2566,,,,8,4.6,,,,,,,,,,https://www.facebook.com/p/Artistic-Floors-INC-100066786129937/,,"1526 State St, Springfield, MA 01109",Springfield,HAMPDEN,MA,,"4FF4+3M Springfield, Massachusetts",Google Maps,
Remodeler,,Hometown Handyman and Remodeling,(774) 696-6194,,hometownhandyman.com,,19,4.9,,,,,,,,,,https://www.facebook.com/HometownHandymanMA,,"65 Rose Avenue Ext, Bellingham, MA 02019",Bellingham,NORFOLK,MA,,"3GQ8+FF Bellingham, Massachusetts",Google Maps,
Furniture store,,LaChance Interiors,(978) 632-1930,,lachancefurniture.com,,65,3.9,,,,,,,,,,https://www.facebook.com/lachancefurnitureshowrooms/,https://www.linkedin.com/in/williamwlee,"501 W Broadway, Gardner, MA 01440",Gardner,WORCESTER,MA,,"H272+R2 Gardner, Massachusetts",Google Maps,
General contractor,,"Basement Finish Pros LLC - Westfield, MA",(413) 287-1343,,basementfinishpros.com,,2,5.0,,,,,,,,,,https://www.facebook.com/basementfinishpros/,,"135 Hillside Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"463J+62 Westfield, Massachusetts",Google Maps,
Hardware store,,Maline Tile Co,(781) 792-1780,,malinetile.com,,2,5.0,,,,,,,,,https://www.instagram.com/malinetile/,,https://www.linkedin.com/company/maline-tile,"20 Reservoir Park Dr, Rockland, MA 02370",Rockland,PLYMOUTH,MA,,"536W+53 Rockland, Massachusetts",Google Maps,
Bathroom remodeler,,Amici Remodeling,(203) 360-4177,,amiciremodelinginc.com,,4,5.0,,,,,,,,,,,,"181 Winthrop Shore Dr, Winthrop, MA 02152",Winthrop,SUFFOLK,MA,,"92HG+JX Winthrop, Massachusetts",Google Maps,
Dry wall contractor,,"Master Plastering & Services,",(617) 545-4445,,masterplasteringinc.com,,112,4.7,,,,,,,,,https://www.instagram.com/masterplasteringservices/,https://www.facebook.com/MasterPlasteringinc,,"12 Robert St, Lowell, MA 01854",Lowell,MIDDLESEX,MA,,"MM38+WF Lowell, Massachusetts",Google Maps,
Kitchen remodeler,,"John Dolan Flooring, Kitchen and Bath",(781) 828-4029,,dolanflooring.com,,55,4.5,,,,,,,,,https://www.instagram.com/dolanflooring/,https://www.facebook.com/DolanFlooring/,,"605 Washington St, Canton, MA 02021",Canton,NORFOLK,MA,,"5V33+9X Canton, Massachusetts",Google Maps,
Tile contractor,,Berkshire Tiling,(413) 281-4740,,,,,,,,,,,,,,,https://www.facebook.com/Berkshiretiling/,,"24 Donna Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CQPG+RC Pittsfield, Massachusetts",Google Maps,
Flooring contractor,,Stephen's Custom Floor Covering,(978) 362-3090,,stephenscustomfloors.com,,16,4.5,,,,,,,,,,https://www.facebook.com/StephensCustomFloorCovering/,,"630 Boston Rd, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPVW+HQ Billerica, Massachusetts",Google Maps,
Countertop store,,Direct Granite Countertop,(781) 837-8780,,directgranitecountertop.com,,26,4.4,,,,,,,,,https://www.instagram.com/directgranite,https://www.facebook.com/directgranitecountertops,,"600 Plain St, Marshfield, MA 02050",Marshfield,PLYMOUTH,MA,,"4745+HR Marshfield, Massachusetts",Google Maps,
Siding contractor,,LeBlanc And McCaie Siding And Window,(978) 632-1132,,leblancandmccaiesidingandwindows.com,,8,5.0,,,,,,,,,,,,"92 Allen St, Gardner, MA 01440",Gardner,WORCESTER,MA,,"HXMX+FJ Gardner, Massachusetts",Google Maps,
Bathroom remodeler,,Inaugural Home Improvement,(413) 345-6905,,inauguralhomeimprovement.com,,102,4.9,,,,,,,,,https://www.instagram.com/inaugural_homes/,https://www.facebook.com/InauguralHomeImprovement/,https://www.linkedin.com/company/inaugural-home-improvement,"151 East St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5C4F+3M Chicopee, Massachusetts",Google Maps,
Contractor,,Quality Pro Tile Services,(339) 338-8188,,qualityprotileservices.com,,4,5.0,,,,,,,,,https://instagram.com/qualityprotileservices,https://www.facebook.com/p/Quality-Pro-Tile-Services-61556014097728/,,"39 Claflin St, Fall River, MA 02723",Fall River,BRISTOL,MA,,,Google Maps,
Countertop store,,Atlantic Marble & Granite,(508) 540-9770,,atlanticmarbleandgranite.com,,48,4.9,,,,,,,,,http://www.instagram.com/atlanticmarblegranite,http://www.facebook.com/atlanticmarblegranite,https://www.linkedin.com/in/craig-gross-23aa33a5,"229 Teaticket Hwy, Teaticket, MA 02536",East Falmouth,BARNSTABLE,MA,,"HC83+JX Teaticket, Falmouth, MA",Google Maps,
Construction company,,Salco Construction Co,(413) 443-0366,,salcogc.com,,2,5.0,,,,,,,,,,https://m.facebook.com/SalcoConstructionCompanyInc/,https://www.linkedin.com/company/salco-construction-company-inc,"77 Fourth St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CQX3+RX Pittsfield, Massachusetts",Google Maps,
Flooring store,,Better Floors,(508) 233-2132,,betterfloorinc.com,,10,4.2,,,,,,,,,https://www.instagram.com/betterfloor,https://www.facebook.com/112019494007937,,"782 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9G22+GG Marlborough, Massachusetts",Google Maps,
Tile store,,McCarthy Tile,(413) 786-2340,,mccarthytile.com,,6,3.2,,,,,,,,,,https://www.facebook.com/McCarthytile/,,"1140 Springfield St, Feeding Hills, MA 01030",Feeding Hills,HAMPDEN,MA,,"389J+GX Feeding Hills, Agawam, MA",Google Maps,
Tile store,,A&B Marble Design,(781) 648-6400,,abmarbledesign.com,,41,5.0,,,,,,,,,https://www.instagram.com/abmarbledesign,https://www.facebook.com/113926395128652,https://www.linkedin.com/in/a-b-marble-design-91a2a435,"1071 Massachusetts Ave, Arlington, MA 02476",Arlington,MIDDLESEX,MA,,"CRCH+FM Arlington, Massachusetts",Google Maps,
Tile contractor,,THOMPSON.QUALITY TILE INSTALLATION,(617) 832-5058,,,,,,,,,,,,,,,https://m.facebook.com/profile.php?id=100063548323931&locale=ml_IN,,"12 Anthony St, Fall River, MA 02721",Fall River,BRISTOL,MA,,"MRFQ+WH Fall River, Massachusetts",Google Maps,
Kitchen remodeler,,"KBR Design, Inc Kitchen & Bath",(413) 648-3023,,kbrdesign.net,,11,4.8,,,,,,,,,,https://www.facebook.com/p/KBR-Design-Inc-100057079165720/,https://www.linkedin.com/in/rich-eckler-57627b20,"108 Northfield Rd, Bernardston, MA 01337",Bernardston,FRANKLIN,MA,,"MFC7+3H Bernardston, Massachusetts",Google Maps,
Contractor,,Boston Tile,(617) 749-2813,,bostontilepros.com,,,,,,,,,,,,,,,"129 Newmarket Square, Boston, MA 02118",Boston,SUFFOLK,MA,,"8WJM+66 Boston, Massachusetts",Google Maps,
Waterproofing service,,LeBlanc Basement Waterproofing,(978) 868-7619,,leblancbasementwaterproofing.com,,38,4.9,,,,,,,,,,https://www.facebook.com/leblancbasement/,,"16 Water St, Ashburnham, MA 01430",Ashburnham,WORCESTER,MA,,"J3QR+4Q Ashburnham, Massachusetts",Google Maps,
Granite supplier,,"Sudbury Granite & Marble,",(508) 478-3976,,sudburygraniteandmarble.com,,34,4.6,,,,,,,,,,https://www.facebook.com/sudburygraniteandmarble/,,"12 Rosenfeld Dr, Hopedale, MA 01747",Hopedale,WORCESTER,MA,,"4F3J+W9 Hopedale, Massachusetts",Google Maps,
Flooring store,,Anselone Flooring,(781) 680-7993,,anseloneflooring.com,,,,,,,,,,,,,,,"914 Washington St, Norwood, MA 02062",Norwood,NORFOLK,MA,,"5QPW+7V Norwood, Massachusetts",Google Maps,
Bathroom remodeler,,Living Baths,(413) 299-2440,,livingbaths.com,,46,4.9,,,,,,,,,https://www.instagram.com/livingbaths/,,,"55 Circuit Ave, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"39VQ+RQ West Springfield, Massachusetts",Google Maps,
Insulation contractor,,ALL Star Insulation & Siding,(413) 527-0044,,allstarinsulationsiding.com,,19,3.3,,,,,,,,,,,,"56 Franklin St, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"789Q+WP Easthampton, Massachusetts",Google Maps,
Contractor,,Lambert Construction,(978) 337-7281,,,,,5.0,,,,,,,,,,https://www.facebook.com/Wepromiseperfection.org/,,"84 Billings St #3, Lowell, MA 01850",Lowell,MIDDLESEX,MA,,"MM6V+R9 Lowell, Massachusetts",Google Maps,
Kitchen remodeler,,GF Kitchen & Bath,(617) 770-0090,,bostoncabinetry.com,,54,5.0,,,,,,,,,https://www.instagram.com/gfkitchenbath/,,,"9 School St, Quincy, MA 02169",Quincy,NORFOLK,MA,,"6XWX+4P Quincy, Massachusetts",Google Maps,
Playground equipment supplier,,New England Backyards Of Mass,(978) 627-6852,,,,11,3.2,,,,,,,,,,,,"12 S High St, Ashburnham, MA 01430",Ashburnham,WORCESTER,MA,,"J354+5M Ashburnham, Massachusetts",Google Maps,
Tile store,,The Floor Store,(413) 232-7175,,floorstoreweststockbridge.com,,18,4.8,,,,,,,,,,,,"12 Main St, West Stockbridge, MA 01266",West Stockbridge,BERKSHIRE,MA,,,Google Maps,
Countertop store,,Continental Stone Marble and Granite,(978) 422-8700,,continentalstone.com,,69,4.4,,,,,,,,,https://www.instagram.com/continentalstone/,,,"791 Research Dr, Leominster, MA 01453",Leominster,WORCESTER,MA,,"F6JR+HG Leominster, Massachusetts",Google Maps,
Construction company,,Five's Tile & Painting,(774) 451-0313,,,,,,,,,,,,,,,,,"128 Tremont St Unit 1R, Fall River, MA 02720",Fall River,BRISTOL,MA,,"PV24+M8 Fall River, Massachusetts",Google Maps,
Flooring store,,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,,,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps,
Bathroom remodeler,,"Bath World, LLC d/b/a Bath Planet of Boston",(781) 739-2207,,bathplanetofboston.com,,3,5.0,,,,,,,,,https://www.instagram.com/bath_planet/,https://www.facebook.com/p/Bath-Planet-of-Boston-100057094104124/,,"295 Old Oak St, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"464Q+G2 Pembroke, Massachusetts",Google Maps,
Marble supplier,,Dimension Stone,(508) 845-8060,,thedimensionstone.com,,14,4.7,,,,,,,,,https://www.instagram.com/dimensionstone/?hl=es,https://www.facebook.com/DimensionStoneInc/,,"567 Hartford Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"7862+GM Shrewsbury, Massachusetts",Google Maps,
Flooring store,,Post Road Carpet One Floor & Home,(978) 393-1315,,postroadcarpetoneacton.com,,81,4.9,,,,,,,,,https://www.instagram.com/postroadcarpet/,https://www.facebook.com/prcacton,https://www.linkedin.com/company/prcacton,"141 Great Rd, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FHJP+P7 Acton, Massachusetts",Google Maps,
Flooring store,,FLOORS & WALLS,(508) 419-6500,,floorswalls.com,,23,3.1,,,,,,,,,,,,"379 Iyannough Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MP78+3Q Hyannis, Barnstable, MA",Google Maps,
Bathroom remodeler,,Miracle Method Surface Refinishing,(413) 238-1442,,miraclemethod.com,,51,4.5,,,,,,,,,,,,"33 Grattan St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5C68+8Q Chicopee, Massachusetts",Google Maps,
General contractor,,L & D Builders,(413) 522-9886,,,,4,4.5,,,,,,,,,,,,"559 Bald Mountain Rd, Bernardston, MA 01337",Bernardston,FRANKLIN,MA,,"MFP5+XM Bernardston, Massachusetts",Google Maps,
Flooring contractor,,E.K. Flooring,(508) 813-0848,,,,3,5.0,,,,,,,,,,https://www.facebook.com/e.k.flooring1,,"19 Pine St, Berkley, MA 02779",Berkley,BRISTOL,MA,,"VW4H+CG Berkley, Massachusetts",Google Maps,
Furniture store,,Gardner Outlet Furniture,(978) 730-8636,,gardneroutletfurniture.com,,269,4.6,,,,,,,,,,,,"380 Main St, Gardner, MA 01440",Gardner,WORCESTER,MA,,,Google Maps,
Tile contractor,,World Wide Flooring,(413) 285-5414,,,,20,5.0,,,,,,,,,https://www.instagram.com/world.wide.flooring,https://www.facebook.com/profile.php?id=100093974881767&mibextid=9R9pXO,,"54 Moore St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"39W7+M2 Agawam, Massachusetts",Google Maps,
Auction house,,Fontaine's Auction Gallery,(413) 448-8922,,fontainesauction.com,,76,4.3,,,,,,,,,https://www.instagram.com/fontainesauction/,https://www.facebook.com/fontainesauction/,https://www.linkedin.com/company/fontaines-auction-gallery,"1485 W Housatonic St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CMJJ+9W Pittsfield, Massachusetts",Google Maps,
Flooring store,,Classic Floor Coverings,(508) 384-2211,,,,6,4.5,,,,,,,,,,https://www.facebook.com/jimdesprez84/,https://www.linkedin.com/in/jim-d-b7a68445,"850 Franklin St, Wrentham, MA 02093",Wrentham,NORFOLK,MA,,"3JFR+Q6 Wrentham, Massachusetts",Google Maps,
Ceiling supplier,,Facility Supply | Port A Drain,(413) 527-6265,,facilitysupply.com,,,,,,,,,,,,,,,"51 Ferry St, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"78GW+JR Easthampton, Massachusetts",Google Maps,
Kitchen remodeler,,Johnson Building & Remodeling,(508) 688-9870,,johnsonbuildandremodel.com,,,5.0,,,,,,,,,,,,"37 Glenwood Rd, Rutland, MA 01543",Rutland,WORCESTER,MA,,"93M6+R8 Rutland, Massachusetts",Google Maps,
Marble supplier,,United Marble,(617) 926-6226,,unitedmarble.com,,7,5.0,,,,,,,,,https://www.instagram.com/unitedmarble/,https://www.facebook.com/UnitedMarble/,https://www.linkedin.com/company/united-marble-fabricators,"10 Munroe Ave, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R8V+4P Watertown, Massachusetts",Google Maps,
Flooring contractor,,Cornerstone Designs,(314) 910-8498,,cornerstonedesigns7.wixsite.com,,4,5.0,,,,,,,,,,,,"5 Belle Ave, West Roxbury, MA 02132",West Roxbury,SUFFOLK,MA,,"7RFM+8P West Roxbury, Boston, MA",Google Maps,
Roofing contractor,,Nova Home Improvements,(413) 455-8218,,novahomeimprovements.net,,88,4.9,,,,,,,,,https://www.instagram.com/novahomeimprovements_,https://www.facebook.com/glebsnova,,"764 Springfield St, Feeding Hills, MA 01030",Feeding Hills,HAMPDEN,MA,,"38GW+J5 Feeding Hills, Agawam, MA",Google Maps,
Bathroom remodeler,Spanish,Prime Home Improvement,(413) 222-9776,,primehomeimprove.com,,7,5.0,LUIS,ERNERSTO LEMA LARGO,,,,,,,,,,"108 Nelson St, Chicopee, MA 01013",Chicopee,HAMPDEN,MA,,"5C34+WH Chicopee, Massachusetts",Google Maps,
Floor refinishing service,,Dias Hardwood Floors,,,diashardwoodfloors.com,,11,4.0,,,,,,,,,,https://www.facebook.com/p/Dias-Hardwood-Floors-100063479231672/,,"102 Prospect St #3, Athol, MA 01331",Athol,WORCESTER,MA,,"HQRF+MG Athol, Massachusetts",Google Maps,
Bathroom remodeler,Italian,GT Home Improvement,(508) 493-2780,,gthomeimprovementma.com,,79,5.0,GIOVANNI,F TONIN,,,,,,,http://www.instagram.com/gthome_improvement,https://www.facebook.com/gthomeimprovementMA/,,"350 Lincoln St #2400, Hingham, MA 02043",Hingham,PLYMOUTH,MA,,"63XH+HQ Hingham, Massachusetts",Google Maps,
Hardware store,German,County Line Lumber & Building Center,(978) 575-0427,,,,,,THOMAS,S MANN IV,,,,,,,,,,"199 Petersham Rd, Athol, MA 01331",Athol,WORCESTER,MA,,"HQJX+4Q Athol, Massachusetts",Google Maps,
Flooring store,Irish,Dimauro Carpet Tile,(413) 525-1991,,dimaurocarpet.com,,9,5.0,PAUL,BETURNE,,,,,,,,https://www.facebook.com/187149341805184,,"185 Shaker Rd, East Longmeadow, MA 01028",East Longmeadow,HAMPDEN,MA,,,Google Maps,
Construction company,Portuguese,Innovate Tiles,(857) 707-5485,,innovatetilespro.com,,,5.0,INGRID,FERREIRA MARIANELLI,,,,,,,https://www.instagram.com/innovate_tiles/,https://m.facebook.com/innovatetilespro/,,"5224 Homestead Blvd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"7FC3+FR Westborough, Massachusetts",Google Maps,
Construction company,Italian,Innovate Tiles,(857) 707-5485,,innovatetilespro.com,,,5.0,RENAN,CAZELLI RAASCH,,,,,,,https://www.instagram.com/innovate_tiles/,https://m.facebook.com/innovatetilespro/,,"5224 Homestead Blvd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"7FC3+FR Westborough, Massachusetts",Google Maps,
Solar energy company,American,Beyond Green Construction,(413) 529-0544,,beyondgreen.biz,,23,4.7,SEAN,R. JEFFORDS,,,,,,,,https://www.facebook.com/BeyondGreenConstruct/,,"13 Terrace View, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"78GR+GG Easthampton, Massachusetts",Google Maps,
Flooring store,English,Dimauro Carpet Tile,(413) 525-1991,,dimaurocarpet.com,,9,5.0,KRISTEN,BETURNE,,,,,,,https://www.instagram.com/dimauro_carpet_tile/,https://www.facebook.com/187149341805184,,"185 Shaker Rd, East Longmeadow, MA 01028",East Longmeadow,HAMPDEN,MA,,,Google Maps,
Tile store,,United Tile America,(617) 926-3585,,unitedtileamerica.com,,44,4.9,,,,,,,,,,https://www.facebook.com/unitedtileamerica/,,"222 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7G+RM Watertown, Massachusetts",Google Maps,
General contractor,,M Duffany Builders,(508) 540-3625,,duffanybuilders.com,,9,4.4,,,,,,,,,https://www.instagram.com/mduffanybuilders/,https://www.facebook.com/MDuffanyBuilders/,https://www.linkedin.com/company/m-duffany-builders,"200 Palmer Ave, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H95H+8W Falmouth, Massachusetts",Google Maps,
Flooring store,,Fitzgerald Tile,(781) 935-7821,,fitzgeraldtile.com,,74,4.6,,,,,,,,,,https://www.facebook.com/fitzgeraldtile1/,,"29 Concord St, North Reading, MA 01864",North Reading,MIDDLESEX,MA,,"HV7F+7G North Reading, Massachusetts",Google Maps,
Home goods store,,Touchdown Carpets,(508) 480-8552,,touchdowncarpet.com,,15,4.6,,,,,,,,,,,https://www.linkedin.com/in/rob-folan-56555228,"344 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FXM+QG Marlborough, Massachusetts",Google Maps,
Flooring contractor,,TF Andrew Carpet One Floor & Home,(781) 961-3744,,tfandrew.com,,8,3.4,,,,,,,,,,,,"218 Bolivar St, Canton, MA 02021",Canton,NORFOLK,MA,,"5V36+46 Canton, Massachusetts",Google Maps,
Tile contractor,,RA tiling service,(774) 360-5368,,,,,,,,,,,,,,,,,"22 Briggs St #2, Taunton, MA 02780",Taunton,BRISTOL,MA,,"VWP3+P2 Taunton, Massachusetts",Google Maps,
Contractor,,L.A TILE instalación19@gmail.con,(617) 505-7984,,,,,,,,,,,,,,,,,"108 Quarry St, Fall River, MA 02723",Fall River,BRISTOL,MA,,"MVX6+24 Fall River, Massachusetts",Google Maps,
Flooring store,,Berkshire Carpet,(413) 663-7649,,,,,,,,,,,,,,,,,"441 Curran Hwy, North Adams, MA 01247",North Adams,BERKSHIRE,MA,,"MVQQ+CG North Adams, Massachusetts",Google Maps,
Kitchen remodeler,,Modern Kitchens,(413) 206-9443,,modernkitchensandbathrooms.com,,2,5.0,,,,,,,,,,https://www.facebook.com/wix/,,"11 Herbert P Almgren Dr, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"382W+89 Agawam, Massachusetts",Google Maps,
Flooring store,,Albrite Carpet & Flooring,(978) 682-7651,,lawrence.abbeycarpet.com,,36,4.7,,,,,,,,,,,,"223 Winthrop Ave, Lawrence, MA 01843",Lawrence,ESSEX,MA,,"MVP5+38 Lawrence, Massachusetts",Google Maps,
Carpet store,,Tatro Flooring,(413) 443-9363,,,,6,5.0,,,,,,,,,,,,"29 Laurel St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ5R+54 Pittsfield, Massachusetts",Google Maps,
